approved-meat-establishment	company	meat-establishment-type	meat-establishment-operation	meat-establishment-outcome	local-authority	meat-establishment-audit-date	meat-establishment-audit-frequency	meat-establishment-next-audit-due-date	start-date	end-date
9001	Abp Holdings Ltd (Trading As Abp (Newry)	3	11	2	Co. Down	2017-05-23	36	2020-05-01		
9001	Abp Holdings Ltd (Trading As Abp (Newry)	1	11	2	Co. Down	2017-05-23	36	2020-05-01		
9012	Dunbia (Northern Ireland)	3	11	1	Co. Tyrone	2016-11-30	12	2017-11-01		
9012	Dunbia (Northern Ireland)	1	11	1	Co. Tyrone	2016-11-30	12	2017-11-01		
9016	Foyle Meats Ltd	3	11	2	Co. Londonderry	2016-10-06	36	2019-10-01		
9016	Foyle Meats Ltd	1	11	2	Co. Londonderry	2016-10-06	36	2019-10-01		
9021	William Grant & Co Ltd	3	11	2	Co. Londonderry	2017-04-25	18	2018-10-01		
9021	William Grant & Co Ltd	1	11	2	Co. Londonderry	2017-04-25	18	2018-10-01		
9023	Linden Foods Ltd	3	11	2	Co. Tyrone	2017-08-17	36	2020-08-01		
9023	Linden Foods Ltd	1	11	2	Co. Tyrone	2017-08-17	36	2020-08-01		
9033	Abp(Lurgan) Ltd	3	11	2	Co. Armagh	2016-11-18	36	2019-11-01		
9033	Abp(Lurgan) Ltd	1	11	2	Co. Armagh	2016-11-18	36	2019-11-01		
9042	Foyle Omagh Ltd	3	11	2	Co. Tyrone	2017-05-12	36	2020-05-01		
9042	Foyle Omagh Ltd	1	11	2	Co. Tyrone	2017-05-12	36	2020-05-01		
9045	Cranswick Country Foods (Ballymena)	3	11	2	Co. Antrim	2017-06-01	18	2018-12-01		
9045	Cranswick Country Foods (Ballymena)	1	11	2	Co. Antrim	2017-06-01	18	2018-12-01		
9052	Karro Food Group Ltd	3	11	2	Co. Tyrone	2016-10-27	36	2019-10-01		
9052	Karro Food Group Ltd	1	11	2	Co. Tyrone	2016-10-27	36	2019-10-01		
9056	W D Meats Ltd	3	11	2	Co. Derry	2017-05-26	18	2018-11-01		
9056	W D Meats Ltd	1	11	2	Co. Derry	2017-05-26	18	2018-11-01		
9080	Primestock Meats	3	11	2	Co. Armagh	2017-07-19	18	2019-01-01		
9131	Lakeview Farm Meats Ltd	3	11	1	Co. Antrim	2017-07-04	12	2018-07-01		
9131	Lakeview Farm Meats Ltd	1	11	1	Co. Antrim	2017-07-04	12	2018-07-01		
7015	Dunbia Llanybydder	3	11	2	Carmarthenshire	2016-04-15	36	2019-04-01		
7015	Dunbia Llanybydder	1	11	2	Carmarthenshire	2016-04-15	36	2019-04-01		
7023	E Roberts And Sons	3	11	1	Gwynedd	2017-08-08	12	2018-08-01		
7023	E Roberts And Sons	1	11	1	Gwynedd	2017-08-08	12	2018-08-01		
7036	Maddock Kembery Meats	3	11	1	Mid Glamorgan	2016-09-12	12	2017-09-01		
7036	Maddock Kembery Meats	1	11	1	Mid Glamorgan	2016-09-12	12	2017-09-01		
7046	W A James Butchers	3	11	1	Monmouthshire	2017-07-17	12	2018-07-01		
7046	W A James Butchers	1	11	1	Monmouthshire	2017-07-17	12	2018-07-01		
7048	Hugh Phillips Gower Butcher	3	11	2	West Glamorgan	2017-05-30	18	2018-11-01		
7048	Hugh Phillips Gower Butcher	1	11	2	West Glamorgan	2017-05-30	18	2018-11-01		
7069	William Lloyd Williams And Son	3	11	1	Powys	2017-08-21	12	2018-08-01		
7069	William Lloyd Williams And Son	1	11	1	Powys	2017-08-21	12	2018-08-01		
7072	W. J. George (Butchers) Limited	3	11	1	Powys	2017-05-12	12	2018-05-01		
7084	Cig Oen Caron	3	11	1	Ceredigion	2017-08-23	12	2018-08-01		
7084	Cig Oen Caron	1	11	1	Ceredigion	2017-08-23	12	2018-08-01		
7096	E T Jones Sons & Daughter	3	11	2	Gwynedd	2016-07-14	18	2018-01-01		
7099	Conwy Valley Meats Ltd	3	11	1	Gwynedd	2017-03-21	12	2018-03-01		
7099	Conwy Valley Meats Ltd	1	11	1	Gwynedd	2017-03-21	12	2018-03-01		
7103	D & J Thomas	3	11	1	Clwyd	2017-08-15	12	2018-08-01		
7105	Jones Brothers	3	11	1	Clwyd	2017-07-17	12	2018-07-01		
7105	Jones Brothers	1	11	1	Clwyd	2017-07-17	12	2018-07-01		
7110	J Williams & Co	3	11	1	Clwyd	2016-09-21	12	2017-09-01		
7110	J Williams & Co	1	11	1	Clwyd	2016-09-21	12	2017-09-01		
7132	Fairfield Meat Company Limited	3	11	2	Clwyd	2016-03-17	18	2017-09-01		
7132	Fairfield Meat Company Limited	1	11	2	Clwyd	2016-03-17	18	2017-09-01		
7135	Randall Parker Foods	3	11	1	Powys	2017-01-26	12	2018-01-01		
7135	Randall Parker Foods	1	11	1	Powys	2017-01-26	12	2018-01-01		
7147	G. R. Evans & Co	3	11	2	Denbighshire	2016-08-12	36	2019-08-01		
7147	G. R. Evans & Co	1	11	2	Denbighshire	2016-08-12	36	2019-08-01		
7176	St Merryn Foods - Merthyr Tydfil	3	11	1	Mid Glamorgan	2017-04-05	12	2018-04-01		
7176	St Merryn Foods - Merthyr Tydfil	1	11	1	Mid Glamorgan	2017-04-05	12	2018-04-01		
7182	Mr D T Havard	3	11	1	Mid Glamorgan	2017-01-23	12	2018-01-01		
7182	Mr D T Havard	1	11	1	Mid Glamorgan	2017-01-23	12	2018-01-01		
7198	Cig Calon Cymru	3	11	2	Carmarthenshire	2017-04-19	18	2018-10-01		
7198	Cig Calon Cymru	1	11	2	Carmarthenshire	2017-04-19	18	2018-10-01		
1007	Frank Bird (Poultry) Limited	3	12	1	Cumbria	2017-06-29	12	2018-06-01		
1007	Frank Bird (Poultry) Limited	1	12	1	Cumbria	2017-06-29	12	2018-06-01		
2019	Hcf Poultry Limited	3	12	1	West Yorkshire	2017-08-30	12	2018-08-01		
2019	Hcf Poultry Limited	1	12	1	West Yorkshire	2017-08-30	12	2018-08-01		
2023	T Soanes & Son (Poultry) Ltd	3	12	1	East Yorkshire	2017-06-20	12	2018-06-01		
2023	T Soanes & Son (Poultry) Ltd	1	12	1	East Yorkshire	2017-06-20	12	2018-06-01		
2037	2 Sisters Food Group Limited	3	12	2	North Lincolnshire	2016-07-06	36	2019-07-01		
2037	2 Sisters Food Group Limited	1	12	2	North Lincolnshire	2016-07-06	36	2019-07-01		
2254	Gamston  Wood Ostriches	3	12	2	Nottinghamshire	2016-11-29	36	2019-11-01		
2254	Gamston  Wood Ostriches	1	12	2	Nottinghamshire	2016-11-29	36	2019-11-01		
2301	Perdon Organics  Ltd	3	12	1	Devon	2017-08-07	12	2018-08-01		
2301	Perdon Organics  Ltd	1	12	1	Devon	2017-08-07	12	2018-08-01		
2338	Medina Group Limited	3	12	2	West Yorkshire	2017-05-24	18	2018-11-01		
2338	Medina Group Limited	1	12	2	West Yorkshire	2017-05-24	18	2018-11-01		
2348	P & R Whitwam	3	12	2	West Yorkshire	2017-05-08	18	2018-11-01		
2348	P & R Whitwam	1	12	2	West Yorkshire	2017-05-08	18	2018-11-01		
2450	Al-Ummah Halal Poultry Limited	3	12	3	South Yorkshire	2017-08-28	3	2017-11-01		
2501	A. J. Leese Turkeys Ltd	3	12	2	Staffordshire	2017-02-21	18	2018-08-01		
2501	A. J. Leese Turkeys Ltd	1	12	2	Staffordshire	2017-02-21	18	2018-08-01		
2542	Norfolk Quail Limited	3	12	2	Norfolk	2016-03-16	36	2019-03-01		
2542	Norfolk Quail Limited	1	12	2	Norfolk	2016-03-16	36	2019-03-01		
2585	Zuss Halal	3	12	1	Essex	2017-03-31	12	2018-03-01		
2585	Zuss Halal	1	12	1	Essex	2017-03-31	12	2018-03-01		
2590	Fulton Holding (Leeds) Limited	3	12	2	West Midlands	2016-12-01	36	2019-12-01		
2603	Castlemead Poultry	3	12	1	Somerset	2016-11-28	12	2017-11-01		
2603	Castlemead Poultry	1	12	1	Somerset	2016-11-28	12	2017-11-01		
2653	Iqbal Poultry	3	12	1		2017-03-21	12	2018-03-01		
2653	Iqbal Poultry	1	12	1		2017-03-21	12	2018-03-01		
3003	Faccenda Foods (Lincs) Limited	3	12	2	Lincolnshire	2016-05-11	18	2017-11-01		
3003	Faccenda Foods (Lincs) Limited	1	12	2	Lincolnshire	2016-05-11	18	2017-11-01		
3005	Moy Park (Ashbourne)	3	12	2	Derbyshire	2016-09-19	12	2017-09-01		
3005	Moy Park (Ashbourne)	1	12	2	Derbyshire	2016-09-19	12	2017-09-01		
3007	Faccenda Foods Limited	3	12	1	Northamptonshire	2017-03-22	12	2018-03-01		
3007	Faccenda Foods Limited	1	12	1	Northamptonshire	2017-03-22	12	2018-03-01		
3008	Noble Foods Limited	3	12	2	Lincolnshire	2017-05-17	36	2020-05-01		
3008	Noble Foods Limited	1	12	2	Lincolnshire	2017-05-17	36	2020-05-01		
3011	Moy Park	3	12	2	Lincolnshire	2016-10-18	18	2018-04-01		
3011	Moy Park	1	12	2	Lincolnshire	2016-10-18	18	2018-04-01		
4014	Cargill Meats Europe	3	12	1	Herefordshire	2017-02-22	12	2018-02-01		
4014	Cargill Meats Europe	1	12	1	Herefordshire	2017-02-22	12	2018-02-01		
4015	A. S. Audhali Farm Gate Fresh Poultry Limited	3	12	3	Warwickshire	2017-08-24	3	2017-11-01		
4015	A. S. Audhali Farm Gate Fresh Poultry Limited	1	12	3	Warwickshire	2017-08-24	3	2017-11-01		
4017	Highbury Poultry Farm Produce Limited	3	12	1	Shropshire	2017-06-16	12	2018-06-01		
4017	Highbury Poultry Farm Produce Limited	1	12	1	Shropshire	2017-06-16	12	2018-06-01		
4026	Faccenda Foods Limited	3	12	1	Derbyshire	2016-10-20	12	2017-10-01		
4026	Faccenda Foods Limited	1	12	1	Derbyshire	2016-10-20	12	2017-10-01		
4030	Bolton Halal Chicken Ltd	3	12	4	Lancashire	2017-04-03	2	2017-06-01		
4128	Fayre Game Limited	3	12	1	Lancashire	2016-11-30	12	2017-11-01		
4128	Fayre Game Limited	1	12	1	Lancashire	2016-11-30	12	2017-11-01		
4534	Marsh Poultry Ltd	3	12	1	Lancashire	2016-11-14	12	2017-11-01		
4534	Marsh Poultry Ltd	1	12	1	Lancashire	2016-11-14	12	2017-11-01		
4538	Springfield Poultry	3	12	2	Herefordshire	2017-07-31	18	2019-01-01		
4538	Springfield Poultry	1	12	2	Herefordshire	2017-07-31	18	2019-01-01		
4539	Hashams Halal Poultry	3	12	2	West Midlands	2017-02-24	18	2018-08-01		
4557	Leicestershire Farm Fresh Turkeys	3	12	2	Leicestershire	2017-04-19	36	2020-04-01		
4557	Leicestershire Farm Fresh Turkeys	1	12	2	Leicestershire	2017-04-19	36	2020-04-01		
4559	Taj & Co	3	12	1	West Midlands	2017-05-30	12	2018-05-01		
4562	Ahmed Jeewa & Sons	3	12	1	West Midlands	2017-01-25	12	2018-01-01		
4566	Staffordshire Meat Packers Limited	3	12	1	Cheshire	2016-10-31	12	2017-10-01		
4568	Baileys Turkeys	3	12	1	Cheshire	2017-06-26	12	2018-06-01		
4568	Baileys Turkeys	1	12	1	Cheshire	2017-06-26	12	2018-06-01		
4571	Heath's Turkeys	3	12	2	Staffordshire	2017-01-18	36	2020-01-01		
4571	Heath's Turkeys	1	12	2	Staffordshire	2017-01-18	36	2020-01-01		
4574	Johnson & Swarbrick Goosnargh Limited	3	12	1	Lancashire	2017-06-19	12	2018-06-01		
4574	Johnson & Swarbrick Goosnargh Limited	1	12	1	Lancashire	2017-06-19	12	2018-06-01		
4702	Caldecott Turkey Farms Ltd	3	12	2	West Midlands	2016-12-01	36	2019-12-01		
4702	Caldecott Turkey Farms Ltd	1	12	2	West Midlands	2016-12-01	36	2019-12-01		
4707	Wootton Organic Wholesale Ltd.	3	12	2	Staffordshire	2016-06-14	18	2017-12-01		
4707	Wootton Organic Wholesale Ltd.	1	12	2	Staffordshire	2016-06-14	18	2017-12-01		
4765	Kosher Poultry Limited	3	12	1	Greater Manchester	2017-05-18	12	2018-05-01		
4770	Medina Pure Halal Uk Ltd	3	12	1	West Midlands	2016-10-06	12	2017-10-01		
4771	Munir Bros Halal Poultry Ltd	3	12	1	West Midlands	2017-02-07	12	2018-02-01		
4795	Highgate Meats Limited	3	12	1	Cumbria	2016-11-08	12	2017-11-01		
4795	Highgate Meats Limited	1	12	1	Cumbria	2016-11-08	12	2017-11-01		
4800	Gafoor Pure Halal Ltd	3	12	2	Lancashire	2017-05-23	36	2020-05-01		
4800	Gafoor Pure Halal Ltd	1	12	2	Lancashire	2017-05-23	36	2020-05-01		
5002	Jack Brand Limited	3	12	2	Suffolk	2016-11-15	36	2019-11-01		
5002	Jack Brand Limited	1	12	2	Suffolk	2016-11-15	36	2019-11-01		
5003	Diaper Poultry Ltd	3	12	1	Suffolk	2017-03-23	12	2018-03-01		
5003	Diaper Poultry Ltd	1	12	1	Suffolk	2017-03-23	12	2018-03-01		
5004	Gressingham Foods	3	12	1	Norfolk	2017-08-29	12	2018-08-01		
5004	Gressingham Foods	1	12	1	Norfolk	2017-08-29	12	2018-08-01		
5007	Crown Chicken Limited	3	12	1	Norfolk	2017-08-24	12	2018-08-01		
5007	Crown Chicken Limited	1	12	1	Norfolk	2017-08-24	12	2018-08-01		
5008	Eye Poultry	3	12	1	Suffolk	2017-02-27	12	2018-02-01		
5008	Eye Poultry	1	12	1	Suffolk	2017-02-27	12	2018-02-01		
5011	2 Sisters Food Group Ltd	3	12	2	Suffolk	2016-11-09	36	2019-11-01		
5011	2 Sisters Food Group Ltd	1	12	2	Suffolk	2016-11-09	36	2019-11-01		
5023	Leonard Ames (Ampthill) Limited	3	12	1	Bedfordshire	2017-01-12	12	2018-01-01		
5023	Leonard Ames (Ampthill) Limited	1	12	1	Bedfordshire	2017-01-12	12	2018-01-01		
5028	A D Harvey	3	12	1	Norfolk	2017-04-27	12	2018-04-01		
5028	A D Harvey	1	12	1	Norfolk	2017-04-27	12	2018-04-01		
5041	K Poultry Limited	3	12	1	Greater London	2017-01-30	12	2018-01-01		
5049	Bernard Matthews Foods  Limited	3	12	2	Suffolk	2015-04-28	18	2016-10-01		
5049	Bernard Matthews Foods  Limited	1	12	2	Suffolk	2015-04-28	18	2016-10-01		
5055	A P Burlton (Farms) Limited	3	12	1	Hertfordshire	2017-05-15	12	2018-05-01		
5055	A P Burlton (Farms) Limited	1	12	1	Hertfordshire	2017-05-15	12	2018-05-01		
5067	Ihp Limited	3	12	1	Hertfordshire	2016-10-26	12	2017-10-01		
5067	Ihp Limited	1	12	1	Hertfordshire	2016-10-26	12	2017-10-01		
5345	Gst Limited	3	12	2	Essex	2017-04-20	18	2018-10-01		
5345	Gst Limited	1	12	2	Essex	2017-04-20	18	2018-10-01		
5388	Kelly Turkey Farms Ltd	3	12	2	Essex	2016-11-23	18	2018-05-01		
5388	Kelly Turkey Farms Ltd	1	12	2	Essex	2016-11-23	18	2018-05-01		
5450	Traditional Norfolk Poultry Ltd	3	12	2	Norfolk	2016-05-17	36	2019-05-01		
5450	Traditional Norfolk Poultry Ltd	1	12	2	Norfolk	2016-05-17	36	2019-05-01		
5464	Banham Poultry Limited	3	12	1	Norfolk	2016-10-13	12	2017-10-01		
5464	Banham Poultry Limited	1	12	1	Norfolk	2016-10-13	12	2017-10-01		
5491	Muslim Halal Live Poultry	3	12	2	Greater London	2016-02-24	36	2019-02-01		
8005	2 Sisters Food Group   Ltd	3	12	2	Devon	2016-12-13	18	2018-06-01		
8005	2 Sisters Food Group   Ltd	1	12	2	Devon	2016-12-13	18	2018-06-01		
8013	Creedy Carver Limited	3	12	1	Devon	2017-02-22	12	2018-02-01		
8013	Creedy Carver Limited	1	12	1	Devon	2017-02-22	12	2018-02-01		
8016	Freemans Of Newent Limited	3	12	2	Gloucestershire	2017-01-30	36	2020-01-01		
8016	Freemans Of Newent Limited	1	12	2	Gloucestershire	2017-01-30	36	2020-01-01		
8019	Otter Valley Poultry	3	12	2	Devon	2016-07-25	18	2018-01-01		
8019	Otter Valley Poultry	1	12	2	Devon	2016-07-25	18	2018-01-01		
9502	Moy Park Ltd	3	12	2	Co. Tyrone	2017-07-25	18	2019-01-01		
9502	Moy Park Ltd	1	12	2	Co. Tyrone	2017-07-25	18	2019-01-01		
9508	H.K. Dickey(T/A Dickeys Poultry)	3	12	1	Co. Antrim	2017-03-28	12	2018-03-01		
9508	H.K. Dickey(T/A Dickeys Poultry)	1	12	1	Co. Antrim	2017-03-28	12	2018-03-01		
9509	Moy Park Ballymena	3	12	1	Co. Antrim	2017-03-22	12	2018-03-01		
9509	Moy Park Ballymena	1	12	1	Co. Antrim	2017-03-22	12	2018-03-01		
9518	Mckeown Fine Foods Ltd	3	12	2	Co. Antrim	2017-01-23	36	2020-01-01		
9518	Mckeown Fine Foods Ltd	1	12	2	Co. Antrim	2017-01-23	36	2020-01-01		
9552	Kearns Poultry	3	12	2	Co. Antrim	2016-04-27	18	2017-10-01		
9552	Kearns Poultry	1	12	2	Co. Antrim	2016-04-27	18	2017-10-01		
9554	Rockvale Poultry	3	12	1	Co. Armagh	2017-06-28	12	2018-06-01		
9554	Rockvale Poultry	1	12	1	Co. Armagh	2017-06-28	12	2018-06-01		
7002	2 Sisters Llangefni	3	12	2	Anglesey	2017-02-28	36	2020-02-01		
7002	2 Sisters Llangefni	1	12	2	Anglesey	2017-02-28	36	2020-02-01		
7009	2 Sisters Sandycroft	3	12	2	Flintshire	2016-09-26	36	2019-09-01		
7009	2 Sisters Sandycroft	1	12	2	Flintshire	2016-09-26	36	2019-09-01		
7161	Capestone Organic Poultry Limited	3	12	2	Pembrokeshire	2017-02-21	18	2018-08-01		
7161	Capestone Organic Poultry Limited	1	12	2	Pembrokeshire	2017-02-21	18	2018-08-01		
7164	Usk Vale Poultry Limited	3	12	1	Monmouthshire	2016-10-06	12	2017-10-01		
7164	Usk Vale Poultry Limited	1	12	1	Monmouthshire	2016-10-06	12	2017-10-01		
2045	Dovecote Park Limited	3	13	1	West Yorkshire	2017-03-30	12	2018-03-01		
2045	Dovecote Park Limited	1	13	1	West Yorkshire	2017-03-30	12	2018-03-01		
2163	Peter Boddy Licensed Slaughterers And Game Dealers	3	13	1	West Yorkshire	2017-03-27	12	2018-03-01		
2163	Peter Boddy Licensed Slaughterers And Game Dealers	1	13	1	West Yorkshire	2017-03-27	12	2018-03-01		
2256	Hv Graves	3	13	1	Norfolk	2017-05-11	12	2018-05-01		
2256	Hv Graves	1	13	1	Norfolk	2017-05-11	12	2018-05-01		
2281	Roger's Natural Foods Ltd	3	13	2	Gloucestershire	2016-12-14	18	2018-06-01		
2296	The Eden Valley Meat Company Ltd	3	13	2	Cumbria	2016-11-22	18	2018-05-01		
2296	The Eden Valley Meat Company Ltd	1	13	2	Cumbria	2016-11-22	18	2018-05-01		
2298	South Downs Venison And Game Ltd	3	13	1	West Sussex	2017-09-14	12	2018-09-01		
2298	South Downs Venison And Game Ltd	1	13	1	West Sussex	2017-09-14	12	2018-09-01		
2384	Newhouse Game	3	13	2	Hampshire	2016-10-06	18	2018-04-01		
2440	L & A Dent (Game Dealers) Limited	3	13	2	North Yorkshire	2017-02-28	36	2020-02-01		
2470	Ox Close Traditional Fine Foods	3	13	2	North Yorkshire	2017-01-17	36	2020-01-01		
2524	Robert Hawker Venison Limited	3	13	2	Devon	2016-11-28	36	2019-11-01		
2548	Turner's Game	3	13	1	Kent	2016-10-05	12	2017-10-01		
2595	Lincolnshire Game Ltd	3	13	2		2016-09-15	18	2018-03-01		
2595	Lincolnshire Game Ltd	1	13	2		2016-09-15	18	2018-03-01		
2603	Castlemead Poultry	3	13	1	Somerset	2016-11-28	12	2017-11-01		
2603	Castlemead Poultry	1	13	1	Somerset	2016-11-28	12	2017-11-01		
2618	Steven Jewell	3	13	2		2016-05-19	18	2017-11-01		
2661	Wild Hart Venison Ltd	3	13	1	Devon	2017-06-15	12	2018-06-01		
2661	Wild Hart Venison Ltd	1	13	1	Devon	2017-06-15	12	2018-06-01		
4128	Fayre Game Limited	3	13	1	Lancashire	2016-11-30	12	2017-11-01		
4128	Fayre Game Limited	1	13	1	Lancashire	2016-11-30	12	2017-11-01		
4295	W James	3	13	2	Staffordshire	2016-12-12	36	2019-12-01		
4322	J W Mettrick & Son Ltd	3	13	2	Derbyshire	2016-06-29	18	2017-12-01		
4322	J W Mettrick & Son Ltd	1	13	2	Derbyshire	2016-06-29	18	2017-12-01		
4481	Bells Fishmongers Limited	3	13	2	Cumbria	2017-01-19	18	2018-07-01		
4574	Johnson & Swarbrick Goosnargh Limited	3	13	1	Lancashire	2017-06-19	12	2018-06-01		
4574	Johnson & Swarbrick Goosnargh Limited	1	13	1	Lancashire	2017-06-19	12	2018-06-01		
4723	Willo Game	3	13	1	Shropshire	2016-12-21	12	2017-12-01		
4723	Willo Game	1	13	1	Shropshire	2016-12-21	12	2017-12-01		
4837	Cartmel Valley Game Supplies Limited	3	13	2	Cumbria	2017-04-19	18	2018-10-01		
4837	Cartmel Valley Game Supplies Limited	1	13	2	Cumbria	2017-04-19	18	2018-10-01		
4842	Furness Fish & Game Ltd	3	13	2	Cumbria	2016-07-26	18	2018-01-01		
4842	Furness Fish & Game Ltd	1	13	2	Cumbria	2016-07-26	18	2018-01-01		
5207	H G Blake (Costessey) Limited	3	13	2	Norfolk	2017-04-25	36	2020-04-01		
5207	H G Blake (Costessey) Limited	1	13	2	Norfolk	2017-04-25	36	2020-04-01		
5430	Ben Rigby Game Ltd	3	13	1	Essex	2016-11-02	12	2017-11-01		
5430	Ben Rigby Game Ltd	1	13	1	Essex	2016-11-02	12	2017-11-01		
5461	C H & E I Bambridge & Sons	3	13	2	Norfolk	2017-06-05	36	2020-06-01		
5497	Walker's Game	3	13	2	Lincolnshire	2016-10-11	36	2019-10-01		
5500	Peterborough Game Co Ltd	3	13	1	Lincolnshire	2016-11-18	12	2017-11-01		
5500	Peterborough Game Co Ltd	1	13	1	Lincolnshire	2016-11-18	12	2017-11-01		
5508	The Wild Meat Company Ltd	3	13	2	Suffolk	2017-01-16	36	2020-01-01		
5508	The Wild Meat Company Ltd	1	13	2	Suffolk	2017-01-16	36	2020-01-01		
5511	Robert Ashcroft Game	3	13	2	Essex	2016-11-09	36	2019-11-01		
5519	C & K Meats Ltd	3	13	1	Suffolk	2017-03-31	12	2018-03-01		
5519	C & K Meats Ltd	1	13	1	Suffolk	2017-03-31	12	2018-03-01		
6204	D H Game Ltd	3	13	1	Hampshire	2016-10-24	12	2017-10-01		
6344	Vicars Game Limited	3	13	1	Berkshire	2016-11-15	12	2017-11-01		
6344	Vicars Game Limited	1	13	1	Berkshire	2016-11-15	12	2017-11-01		
6360	Blackmoor Game Limited	3	13	1	Hampshire	2017-01-10	12	2018-01-01		
6368	Chanctonbury Game	3	13	1	West Sussex	2016-12-12	12	2017-12-01		
6368	Chanctonbury Game	1	13	1	West Sussex	2016-12-12	12	2017-12-01		
8004	M C Kelly Limited	3	13	1	Devon	2017-01-25	12	2018-01-01		
8004	M C Kelly Limited	1	13	1	Devon	2017-01-25	12	2018-01-01		
8101	East Hill Pride	3	13	1	Devon	2017-03-13	12	2018-03-01		
8101	East Hill Pride	1	13	1	Devon	2017-03-13	12	2018-03-01		
8297	Hampshire Game Ltd	3	13	2	Hampshire	2016-07-15	18	2018-01-01		
8354	C & S Meats Ltd	3	13	1	Dorset	2017-08-29	12	2018-08-01		
8354	C & S Meats Ltd	1	13	1	Dorset	2017-08-29	12	2018-08-01		
8391	Celtic Fish & Game	3	13	2	Cornwall	2017-02-16	36	2020-02-01		
8391	Celtic Fish & Game	1	13	2	Cornwall	2017-02-16	36	2020-02-01		
8392	Wiltshire Game Ltd	3	13	1	Wiltshire	2017-05-24	12	2018-05-01		
9127	Portavo Game	3	13	2	Co. Down	2016-12-13	36	2019-12-01		
9127	Portavo Game	1	13	2	Co. Down	2016-12-13	36	2019-12-01		
9132	Abercorn Estates	3	13	2	Co. Tyrone	2016-01-12	36	2019-01-01		
9132	Abercorn Estates	1	13	2	Co. Tyrone	2016-01-12	36	2019-01-01		
7110	J Williams & Co	3	13	1	Clwyd	2016-09-21	12	2017-09-01		
7110	J Williams & Co	1	13	1	Clwyd	2016-09-21	12	2017-09-01		
7198	Cig Calon Cymru	3	13	2	Carmarthenshire	2017-04-19	18	2018-10-01		
7198	Cig Calon Cymru	1	13	2	Carmarthenshire	2017-04-19	18	2018-10-01		
1003	Kinda Food Ltd	1	14	2	Greater London	2016-09-22	24	2018-09-01		
1004	Newby Foods Limited	1	14	2	North Yorkshire	2016-10-13	24	2018-10-01		
1005	Banner Foods (Bromsgrove) Ltd	1	14	2	Worcestershire	2016-08-23	24	2018-08-01		
1006	Aubrey Allen Limited	1	14	2	West Midlands	2016-11-28	24	2018-11-01		
1008	K D Catering Butchers Ltd	1	14	2	East Sussex	2017-07-05	12	2018-07-01		
1009	Karaca Meat Limited	1	14	1	East Sussex	2017-07-14	12	2018-07-01		
1011	A H Conisbee & Co	1	14	1	Surrey	2016-12-15	12	2017-12-01		
1012	C S P (Food Services) Limited	1	14	2	Greater London	2016-11-30	12	2017-11-01		
1014	Trendy Foods Limited	1	14	2	London	2016-06-08	24	2018-06-01		
1017	R.S. Ashby Limited	1	14	1	Greater London	2017-05-23	12	2018-05-01		
1018	Gunne Butchers Uk Ltd	1	14	1	East Sussex	2016-11-01	12	2017-11-01		
1019	Fairfax Meadow	1	14	1	London	2017-05-17	12	2018-05-01		
1023	Kevin McAdam Catering Butchers	1	14	3	Somerset	2017-08-21	3	2017-11-01		
1024	Jon Thorner's Ltd	1	14	1	Somerset	2016-12-09	12	2017-12-01		
1025	Martins Meats	1	14	1	Gloucestershire	2016-11-15	12	2017-11-01		
1026	Halls Poultry	1	14	2	County Durham	2016-03-08	24	2018-03-01		
1027	West End Meats Limited	1	14	2	London	2016-07-18	24	2018-07-01		
1028	Swandean Fresh Meats Ltd	1	14	2	West Sussex	2017-02-07	24	2019-02-01		
1030	Burtons Catering Butchers	1	14	1	Essex	2017-05-03	12	2018-05-01		
1032	Elite Frozen Foods Limited	1	14	2	East Sussex	2016-05-23	24	2018-05-01		
1034	Bartlett & Sons Limited	1	14	1	Avon	2016-09-13	12	2017-09-01		
1036	Haswells Homer Hill Farm Shop Ltd	1	14	2	Tyne and Wear	2017-03-02	24	2019-03-01		
1037	Parkers Foodservice Ltd	1	14	1	West Sussex	2016-08-10	12	2017-08-01		
1040	D B Foods Limited	1	14	1	Dorset	2017-02-15	12	2018-02-01		
1045	Knight Meats Ltd	1	14	1	Essex	2016-12-14	12	2017-12-01		
1046	Northern Catering Butchers Limited	1	14	2	South Yorkshire	2017-05-19	12	2018-05-01		
1049	Bredbury Catering Limited	1	14	2	Cheshire	2016-10-12	24	2018-10-01		
1051	Little Angus	1	14	1	Dorset	2017-01-24	12	2018-01-01		
1052	Freshasia Foods Ltd	1	14	2	Kent	2016-08-08	24	2018-08-01		
1053	Standard Plus Limted	1	14	2	West Midlands	2017-07-12	12	2018-07-01		
1056	Donerfield	1	14	2	Greater London	2016-03-17	24	2018-03-01		
1057	P J Roofe Catering Butchers	1	14	2	Norfolk	2016-02-10	24	2018-02-01		
1060	Ashlyns Organics Ltd	1	14	2	Essex	2016-07-06	24	2018-07-01		
1061	Henson Foods Ltd	1	14	1	London	2017-01-09	12	2018-01-01		
1064	Clifton  Quality Meats Ltd	1	14	2	West Yorkshire	2016-04-08	24	2018-04-01		
1065	Traymoor Ltd	1	14	2	Essex	2017-06-26	12	2018-06-01		
1066	Temple Meats Ltd	1	14	2	South Yorkshire	2017-06-21	24	2019-06-01		
1067	Swannington Farm To Fork	1	14	1	Norfolk	2017-06-26	12	2018-06-01		
1068	Michaels Meat Market Ltd	1	14	2	Greater London	2016-07-20	24	2018-07-01		
